1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,is_pc,is_mobile,is_tablet,is_touch_capable,is_bot,browser,browser_version,os,os_version,device,target_user
172,195,178,232,140,190,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
174,192,186,227,152,217,186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
176,188,197,232,157,219,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
521,231,199,216,155,213,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,214,200,244,159,199,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
196,216,234,230,144,193,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
201,206,217,269,144,233,527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
192,184,198,198,137,199,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
179,188,168,202,133,173,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
172,194,175,197,143,190,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
195,177,191,240,140,209,249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
177,179,168,189,123,161,334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,185,183,214,153,187,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
168,174,184,208,137,192,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
162,176,173,218,171,222,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
325,297,210,252,143,269,294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,192,212,227,155,214,323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
231,199,191,243,148,240,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
183,196,205,244,153,206,212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
201,170,198,228,130,207,208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
210,187,188,224,158,182,378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
166,202,202,253,158,220,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
183,187,214,301,133,280,335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
184,200,229,265,153,259,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
153,205,193,197,144,182,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,216,200,238,162,200,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
173,196,194,255,155,198,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
178,201,248,238,135,198,366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
178,208,201,564,232,130,174,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
192,210,616,288,142,250,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
204,205,228,239,152,218,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
176,205,221,241,186,213,259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
292,220,209,224,137,202,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
177,194,195,242,177,225,248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
202,211,569,322,154,210,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
768,221,178,241,129,201,415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
251,178,424,297,182,231,624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
248,234,274,246,132,178,444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
224,232,220,246,118,211,542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
176,198,177,197,127,204,348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
184,178,186,181,115,170,278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
178,208,296,265,140,207,537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
168,191,162,195,126,178,287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
186,182,188,206,133,178,296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,183,159,208,126,162,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
208,157,186,220,122,197,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
186,189,206,244,161,208,396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
172,180,184,236,137,178,314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
161,196,164,239,132,170,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
215,171,193,243,132,163,292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
165,180,171,223,127,198,331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
170,181,166,209,141,184,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
163,187,196,207,129,198,272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
559,305,370,382,147,181,318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
216,191,199,235,121,226,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
164,173,191,200,139,174,243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,189,205,206,130,171,313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
188,172,168,245,132,184,293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
163,166,174,222,127,182,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
231,190,189,212,121,175,380,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
200,203,164,201,118,173,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
211,183,213,234,135,212,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
201,180,181,240,131,188,292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
209,176,210,239,122,230,285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
183,178,179,195,118,181,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
180,182,169,206,126,182,443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
217,182,216,224,123,180,358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
175,173,184,201,136,175,274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
171,188,173,215,124,191,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
214,175,182,211,120,159,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
183,165,206,194,128,200,244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
170,196,173,204,128,208,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
158,191,186,208,136,189,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
157,182,182,208,124,180,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
156,186,205,202,134,175,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
161,179,164,201,120,167,239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
160,188,171,197,128,207,248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
159,190,176,209,148,211,232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
188,197,177,221,142,213,313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
214,182,186,210,135,177,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,200,175,195,131,186,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
171,183,167,188,130,167,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
169,176,179,211,140,196,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
169,187,172,217,138,183,226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
175,179,167,205,134,184,243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
176,195,166,193,135,197,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
174,215,247,271,145,222,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
193,169,205,180,142,191,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
185,217,197,191,107,172,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
173,181,164,186,121,150,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
179,197,191,251,129,208,328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
181,193,190,228,149,209,304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,186,172,241,142,209,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
176,194,197,213,144,207,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
170,194,198,279,129,205,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
172,189,225,234,153,223,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
166,194,196,238,151,198,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
200,191,214,308,179,199,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,189,204,265,150,239,304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,182,205,235,158,200,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
161,178,204,219,133,183,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
180,188,202,239,145,195,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
177,226,208,263,161,219,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
190,213,207,282,225,241,337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,213,229,250,149,224,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
216,200,202,243,149,233,176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
179,192,198,242,151,221,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
199,208,216,261,152,209,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
222,196,211,259,139,213,291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,201,224,249,180,214,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
217,191,186,228,145,186,281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
241,203,259,304,170,210,286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
181,223,225,215,136,225,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
226,167,687,318,156,254,332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
220,201,202,254,154,207,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
193,189,185,216,142,192,419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
215,205,178,226,137,170,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
221,193,225,221,151,205,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
190,213,232,241,149,178,213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
232,208,281,537,173,457,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
442,214,224,267,135,189,458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
152,162,149,208,122,155,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
280,238,204,296,151,214,440,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
221,216,213,267,149,218,383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
183,215,218,247,144,212,327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
212,216,199,252,153,202,257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,213,235,674,156,171,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
231,230,407,541,166,175,374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
197,201,217,210,131,175,338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
350,575,197,166,241,124,170,242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
202,175,197,229,143,182,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
174,193,197,209,139,161,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
173,197,182,220,131,176,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
167,197,188,225,146,175,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
211,218,180,713,238,157,147,205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
180,214,534,224,131,163,211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
172,200,221,254,123,190,667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
201,178,229,243,152,204,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
182,199,186,230,129,205,389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
168,189,182,212,144,177,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
168,195,177,217,142,175,228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
167,207,214,248,142,169,258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
163,196,208,208,132,192,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
215,187,178,237,149,198,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
182,200,172,232,144,202,253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
526,229,195,252,166,156,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
233,174,216,254,136,208,232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,201,174,217,154,176,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
165,209,195,231,131,149,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
148,157,167,157,102,135,188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
134,202,186,219,131,178,226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
256,185,210,245,150,175,243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
163,177,169,219,151,219,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,184,187,256,154,213,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
186,203,178,217,149,184,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
195,195,192,237,151,221,253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,189,175,209,154,178,223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
179,193,209,224,156,177,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
175,214,216,227,166,170,238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
180,253,232,253,168,184,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
200,205,199,258,177,221,671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
230,201,220,248,131,175,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
176,228,245,285,157,187,232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
214,189,215,258,139,194,239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
233,189,216,259,151,174,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
185,176,194,215,143,175,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
203,195,202,239,139,171,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,196,208,237,133,197,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
199,182,179,221,148,219,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
206,174,198,229,142,181,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
196,205,204,244,144,179,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
223,336,399,276,152,199,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
157,205,224,244,154,188,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
169,183,176,242,153,210,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,200,195,228,145,177,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
286,211,199,293,152,181,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
221,229,194,269,151,175,243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
204,197,178,252,145,175,208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
261,202,232,255,147,199,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
240,182,208,230,150,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
257,179,218,283,153,178,212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
186,177,164,243,173,195,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
212,195,192,256,143,179,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,183,182,209,138,163,244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,161,181,205,125,171,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
166,214,172,346,139,183,316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
185,192,231,221,133,185,208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
175,189,548,216,116,148,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
204,218,178,216,137,153,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
220,190,194,229,138,155,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
189,192,215,269,165,156,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
182,199,184,228,147,181,370,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
169,170,172,259,130,183,259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
218,184,204,244,143,181,463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
199,170,167,226,142,162,537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
178,180,152,193,140,170,522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
182,190,159,220,126,180,753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
112,145,239,193,103,72,128,56,56,88,80,128,0,0,0,0,0,0,0,0,1,0,0,0,0,2,87,42,10,43,3
143,128,240,192,88,96,136,72,72,88,88,192,0,0,0,0,0,0,0,0,1,0,0,0,0,2,87,42,10,43,3
120,152,240,176,112,64,145,71,97,143,120,112,0,0,0,0,0,0,0,0,1,0,0,0,0,2,87,42,10,43,3
192,136,264,200,104,80,152,64,80,112,64,296,0,0,0,0,0,0,0,0,1,0,0,0,0,2,87,42,10,43,3
216,56,303,225,128,72,152,64,80,112,72,223,0,0,0,0,0,0,0,0,1,0,0,0,0,2,87,42,10,43,3
105,136,320,159,185,1208,104,160,72,80,96,63,209,0,0,0,0,0,0,0,1,0,0,0,0,2,87,42,10,43,3
249,71,345,192,111,72,152,56,81,79,80,112,0,0,0,0,0,0,0,0,1,0,0,0,0,2,87,42,10,43,3
